NEW SEED: 
humid2838579119 -> 2838579119
location2838579119 -> 2205996863
location2838579119 -> 2838579119
light3356560892 -> 3356560892
temp3356560892 -> 2542363664
humid2542363664 -> 3433463939
location3433463939 -> 3726924224
location3433463939 -> 3433463939
humid2542363664 -> 2542363664
location2542363664 -> 1909781408
location2542363664 -> 2542363664
temp3356560892 -> 3356560892
humid3356560892 -> 3750194866
location3750194866 -> 4159363373
location3750194866 -> 3750194866
humid3356560892 -> 3356560892
location3356560892 -> 2506518891
location3356560892 -> 3356560892
soil1828225758 -> 2632078561
fert2632078561 -> 3333932921
wat3333932921 -> 2786855111
light2786855111 -> 1232491167
temp1232491167 -> 563573678
humid563573678 -> 342208707
location342208707 -> 298942954
location342208707 -> 342208707
humid563573678 -> 563573678
location563573678 -> 520307925
location563573678 -> 563573678
temp1232491167 -> 1232491167
humid1232491167 -> 1343644925
location1343644925 -> 2600664995
location1343644925 -> 1343644925
humid1232491167 -> 1232491167
location1232491167 -> 2259705520
location1232491167 -> 1232491167
light2786855111 -> 2786855111
temp2786855111 -> 1810176921
humid1810176921 -> 605934772
location605934772 -> 724393542
location605934772 -> 605934772
humid1810176921 -> 1810176921
location1810176921 -> 1266603687
location1810176921 -> 1810176921
temp2786855111 -> 2786855111
humid2786855111 -> 3302282017
location3302282017 -> 2374801737
location3302282017 -> 3302282017
humid2786855111 -> 2786855111
location2786855111 -> 2154272855
location2786855111 -> 2786855111
wat3333932921 -> 3333932921
light3333932921 -> 2815951148
temp2815951148 -> 1839272958
humid1839272958 -> 635030809
location635030809 -> 753489579
location635030809 -> 635030809
humid1839272958 -> 1839272958
location1839272958 -> 1295699724
location1839272958 -> 1839272958
temp2815951148 -> 2815951148
humid2815951148 -> 2336658923
location2336658923 -> 1793085689
location2336658923 -> 2336658923
humid2815951148 -> 2815951148
location2815951148 -> 2183368892
location2815951148 -> 2815951148
light3333932921 -> 3333932921
temp3333932921 -> 2519735693
humid2519735693 -> 2600728897
location2600728897 -> 1968146641
location2600728897 -> 2600728897
humid2519735693 -> 2519735693
location2519735693 -> 3706980894
location2519735693 -> 2519735693
temp3333932921 -> 3333932921
humid3333932921 -> 2263324751
location2263324751 -> 1719751517
location2263324751 -> 2263324751
humid3333932921 -> 3333932921
location3333932921 -> 2483890920
location3333932921 -> 3333932921
fert2632078561 -> 2632078561
wat2632078561 -> 3722067054
light3722067054 -> 2035575915
temp2035575915 -> 683496898
humid683496898 -> 1963095885
location1963095885 -> 1419522651
location1963095885 -> 1963095885
humid683496898 -> 683496898
location683496898 -> 1117915555
location683496898 -> 683496898
temp2035575915 -> 2035575915
humid2035575915 -> 2035575915
location2035575915 -> 1492002681
location2035575915 -> 2035575915
light3722067054 -> 3722067054
temp3722067054 -> 3722067054
humid3722067054 -> 4006822546
location4006822546 -> 3583756266
location4006822546 -> 4006822546
humid3722067054 -> 3722067054
location3722067054 -> 4131235561
location3722067054 -> 3722067054
wat2632078561 -> 2632078561
light2632078561 -> 3582314858
temp3582314858 -> 3582314858
humid3582314858 -> 3410716199
location3410716199 -> 2560674198
location3410716199 -> 3410716199
humid3582314858 -> 3582314858
location3582314858 -> 3991483365
location3582314858 -> 3582314858
light2632078561 -> 2632078561
temp2632078561 -> 1655400371
humid1655400371 -> 8726650
location8726650 -> 15021819
location8726650 -> 8726650
humid1655400371 -> 1655400371
location1655400371 -> 3954183573
location1655400371 -> 1655400371
temp2632078561 -> 2632078561
humid2632078561 -> 2205668209
location2205668209 -> 1662094975
location2205668209 -> 2205668209
humid2632078561 -> 2632078561
location2632078561 -> 1999496305
location2632078561 -> 2632078561
soil1828225758 -> 4677632156
fert4677632156 -> 4677632156
wat4677632156 -> 4677632156
light4677632156 -> 4677632156
temp4677632156 -> 4677632156
humid4677632156 -> 4677632156
location4677632156 -> 4677632156
soil1828225758 -> 3318254861
fert3318254861 -> 1056838407
wat1056838407 -> 924762063
light924762063 -> 3817498339
temp3817498339 -> 3830363906
humid3830363906 -> 2899372437
location2899372437 -> 4268490066
location2899372437 -> 2899372437
humid3830363906 -> 3830363906
location3830363906 -> 3819478364
location3830363906 -> 3830363906
temp3817498339 -> 3817498339
humid3817498339 -> 2886506870
location2886506870 -> 4255624499
location2886506870 -> 2886506870
humid3817498339 -> 3817498339
location3817498339 -> 3806612797
location3817498339 -> 3817498339
light924762063 -> 924762063
temp924762063 -> 3166074515
humid3166074515 -> 4127740531
location4127740531 -> 2951730984
location4127740531 -> 4127740531
humid3166074515 -> 3166074515
location3166074515 -> 3338616600
location3166074515 -> 3166074515
temp924762063 -> 924762063
humid924762063 -> 579967551
location579967551 -> 698426321
location579967551 -> 579967551
humid924762063 -> 924762063
location924762063 -> 929865772
location924762063 -> 924762063
wat1056838407 -> 1056838407
light1056838407 -> 1341705323
temp1341705323 -> 2652474189
humid2652474189 -> 2226063837
location2226063837 -> 1682490603
location2226063837 -> 2226063837
humid2652474189 -> 2652474189
location2652474189 -> 2019891933
location2652474189 -> 2652474189
temp1341705323 -> 1341705323
humid1341705323 -> 1452859081
location1452859081 -> 2709879151
location1452859081 -> 1452859081
humid1341705323 -> 1341705323
location1341705323 -> 2598725393
location1341705323 -> 1341705323
light1056838407 -> 1056838407
temp1056838407 -> 3298150859
humid3298150859 -> 4259816875
location4259816875 -> 3083807328
location4259816875 -> 4259816875
humid3298150859 -> 3298150859
location3298150859 -> 2370670579
location3298150859 -> 3298150859
temp1056838407 -> 1056838407
humid1056838407 -> 1167992165
location1167992165 -> 2424496045
location1167992165 -> 1167992165
humid1056838407 -> 1056838407
location1056838407 -> 1061942116
location1056838407 -> 1056838407
fert3318254861 -> 3318254861
wat3318254861 -> 2771177051
light2771177051 -> 1216813107
temp1216813107 -> 547895618
humid547895618 -> 326530647
location326530647 -> 283264894
location326530647 -> 326530647
humid547895618 -> 547895618
location547895618 -> 504629865
location547895618 -> 547895618
temp1216813107 -> 1216813107
humid1216813107 -> 1327966865
location1327966865 -> 2584986935
location1327966865 -> 1327966865
humid1216813107 -> 1216813107
location1216813107 -> 2473316987
location1216813107 -> 1216813107
light2771177051 -> 2771177051
temp2771177051 -> 1794498861
humid1794498861 -> 147825140
location147825140 -> 566696162
humid1794498861 -> 1794498861
location1794498861 -> 1250925627
location1794498861 -> 1794498861
temp2771177051 -> 2771177051
humid2771177051 -> 3286603957
location3286603957 -> 2359123677
location3286603957 -> 3286603957
humid2771177051 -> 2771177051
location2771177051 -> 2138594795
location2771177051 -> 2771177051
wat3318254861 -> 3318254861
light3318254861 -> 2800273088
temp2800273088 -> 1823594898
humid1823594898 -> 619352749
location619352749 -> 737811519
location619352749 -> 619352749
humid1823594898 -> 1823594898
location1823594898 -> 1280021664
location1823594898 -> 1823594898
temp2800273088 -> 2800273088
humid2800273088 -> 3315699994
location3315699994 -> 2388219714
location3315699994 -> 3315699994
humid2800273088 -> 2800273088
location2800273088 -> 2167690832
location2800273088 -> 2800273088
light3318254861 -> 3318254861
temp3318254861 -> 2504057633
humid2504057633 -> 2752594279
location2752594279 -> 2120012023
location2752594279 -> 2752594279
humid2504057633 -> 2504057633
location2504057633 -> 3691302834
location2504057633 -> 2504057633
temp3318254861 -> 3318254861
humid3318254861 -> 4279920877
location4279920877 -> 3103911330
location4279920877 -> 4279920877
humid3318254861 -> 3318254861
location3318254861 -> 2390774581
location3318254861 -> 3318254861
soil1828225758 -> 2151710801
fert2151710801 -> 2481550642
wat2481550642 -> 4264750134
light4264750134 -> 4230734871
temp4230734871 -> 4247853353
humid4247853353 -> 3683967936
location3683967936 -> 4093136443
location3683967936 -> 3683967936
humid4247853353 -> 4247853353
location4247853353 -> 3071843806
location4247853353 -> 4247853353
temp4230734871 -> 4230734871
humid4230734871 -> 3666849454
location3666849454 -> 4076017961
location3666849454 -> 3666849454
humid4230734871 -> 4230734871
location4230734871 -> 3054725324
location4230734871 -> 4230734871
light4264750134 -> 4264750134
temp4264750134 -> 4281868616
humid4281868616 -> 3717983199
location3717983199 -> 4127151706
location3717983199 -> 3717983199
humid4281868616 -> 4281868616
location4281868616 -> 3105859069
location4281868616 -> 4281868616
temp4264750134 -> 4264750134
humid4264750134 -> 3700864717
location3700864717 -> 4110033224
location3700864717 -> 3700864717
humid4264750134 -> 4264750134
location4264750134 -> 3088740587
location4264750134 -> 4264750134
wat2481550642 -> 2481550642
light2481550642 -> 2658015567
temp2658015567 -> 1681337377
humid1681337377 -> 34663656
location34663656 -> 40958825
location34663656 -> 34663656
humid1681337377 -> 1681337377
location1681337377 -> 3980120579
location1681337377 -> 1681337377
temp2658015567 -> 2658015567
humid2658015567 -> 2231605215
location2231605215 -> 1688031981
location2231605215 -> 2231605215
humid2658015567 -> 2658015567
location2658015567 -> 2025433311
location2658015567 -> 2658015567
light2481550642 -> 2481550642
temp2481550642 -> 2115374444
humid2115374444 -> 2115374444
location2115374444 -> 1571801210
location2115374444 -> 2115374444
temp2481550642 -> 2481550642
humid2481550642 -> 2730087288
location2730087288 -> 2097505032
location2730087288 -> 2730087288
humid2481550642 -> 2481550642
location2481550642 -> 3668795843
location2481550642 -> 2481550642
fert2151710801 -> 2151710801
wat2151710801 -> 2400434253
light2400434253 -> 1651211590
temp1651211590 -> 2961980456
humid2961980456 -> 2482688231
location2482688231 -> 3669933432
location2482688231 -> 2482688231
humid2961980456 -> 2961980456
location2961980456 -> 3430279345
location2961980456 -> 2961980456
temp1651211590 -> 1651211590
humid1651211590 -> 4537869
location4537869 -> 10833038
location4537869 -> 4537869
humid1651211590 -> 1651211590
location1651211590 -> 3949994792
location1651211590 -> 1651211590
light2400434253 -> 2400434253
temp2400434253 -> 2034258055
humid2034258055 -> 2034258055
location2034258055 -> 1490684821
location2034258055 -> 2034258055
temp2400434253 -> 2400434253
humid2400434253 -> 2648970899
location2648970899 -> 2016388643
location2648970899 -> 2648970899
humid2400434253 -> 2400434253
location2400434253 -> 3862866519
location2400434253 -> 2400434253
wat2151710801 -> 2151710801
light2151710801 -> 3440368250
temp3440368250 -> 3440368250
humid3440368250 -> 3834002224
location3834002224 -> 3823116682
location3834002224 -> 3834002224
humid3440368250 -> 3440368250
location3440368250 -> 3733828535
location3440368250 -> 3440368250
light2151710801 -> 2151710801
temp2151710801 -> 799631784
humid799631784 -> 454837272
location454837272 -> 411571519
location454837272 -> 454837272
humid799631784 -> 799631784
location799631784 -> 804735493
location799631784 -> 799631784
temp2151710801 -> 2151710801
humid2151710801 -> 2975143331
location2975143331 -> 3443442220
location2975143331 -> 2975143331
humid2151710801 -> 2151710801
location2151710801 -> 1608137567
location2151710801 -> 2151710801
soil1828225758 -> 3814294682
fert3814294682 -> 4172348315
wat4172348315 -> 2016306603
light2016306603 -> 1586468555
temp1586468555 -> 2897237421
humid2897237421 -> 2417945196
location2417945196 -> 3880377462
location2417945196 -> 2417945196
humid2897237421 -> 2897237421
location2897237421 -> 4266355050
location2897237421 -> 2897237421
temp1586468555 -> 1586468555
humid1586468555 -> 1697622313
location1697622313 -> 1154049079
location1697622313 -> 1697622313
humid1586468555 -> 1586468555
location1586468555 -> 2843488625
location1586468555 -> 1586468555
light2016306603 -> 2016306603
temp2016306603 -> 664227586
humid664227586 -> 1943826573
location1943826573 -> 1400253339
location1943826573 -> 1943826573
humid664227586 -> 664227586
location664227586 -> 782686356
location664227586 -> 664227586
temp2016306603 -> 2016306603
humid2016306603 -> 812064454
location812064454 -> 817168163
location812064454 -> 812064454
humid2016306603 -> 2016306603
location2016306603 -> 1472733369
location2016306603 -> 2016306603
wat4172348315 -> 4172348315
light4172348315 -> 4138333052
temp4138333052 -> 4138333052
humid4138333052 -> 3574447635
location3574447635 -> 3218408257
location3574447635 -> 3574447635
humid4138333052 -> 4138333052
location4138333052 -> 2962323505
location4138333052 -> 4138333052
light4172348315 -> 4172348315
temp4172348315 -> 4172348315
humid4172348315 -> 3608462898
location3608462898 -> 4017631405
location3608462898 -> 3608462898
humid4172348315 -> 4172348315
location4172348315 -> 2996338768
location4172348315 -> 4172348315
fert3814294682 -> 3814294682
wat3814294682 -> 2460220662
light2460220662 -> 1710997999
temp1710997999 -> 3021766865
humid3021766865 -> 2542474640
location2542474640 -> 1909892384
location2542474640 -> 2542474640
humid3021766865 -> 3021766865
location3021766865 -> 4194424107
location3021766865 -> 3021766865
temp1710997999 -> 1710997999
humid1710997999 -> 64324278
location64324278 -> 70619447
location64324278 -> 64324278
humid1710997999 -> 1710997999
location1710997999 -> 1167424765
location1710997999 -> 1710997999
light2460220662 -> 2460220662
temp2460220662 -> 2094044464
humid2094044464 -> 2094044464
location2094044464 -> 1550471230
location2094044464 -> 2094044464
temp2460220662 -> 2460220662
humid2460220662 -> 2708757308
location2708757308 -> 2076175052
location2708757308 -> 2708757308
humid2460220662 -> 2460220662
location2460220662 -> 3647465863
location2460220662 -> 2460220662
wat3814294682 -> 3814294682
light3814294682 -> 2127803543
temp2127803543 -> 775724526
humid775724526 -> 430930014
location430930014 -> 387664261
location430930014 -> 430930014
humid775724526 -> 775724526
location775724526 -> 211743170
location775724526 -> 775724526
temp2127803543 -> 2127803543
humid2127803543 -> 2127803543
location2127803543 -> 1584230309
location2127803543 -> 2127803543
light3814294682 -> 3814294682
temp3814294682 -> 3827160249
humid3827160249 -> 2896168780
location2896168780 -> 4265286409
location2896168780 -> 2896168780
humid3827160249 -> 3827160249
location3827160249 -> 3816274707
location3827160249 -> 3827160249
temp3814294682 -> 3814294682
humid3814294682 -> 2883303213
location2883303213 -> 4252420842
location2883303213 -> 2883303213
humid3814294682 -> 3814294682
location3814294682 -> 3803409140
location3814294682 -> 3814294682
soil1828225758 -> 4063038836
fert4063038836 -> 3771948633
wat3771948633 -> 3401755220
light3401755220 -> 2531164981
temp2531164981 -> 977006973
humid977006973 -> 1798510837
location1798510837 -> 1254937603
location1798510837 -> 1798510837
humid977006973 -> 977006973
location977006973 -> 982110682
location977006973 -> 977006973
temp2531164981 -> 2531164981
humid2531164981 -> 2612158185
location2612158185 -> 1979575929
location2612158185 -> 2612158185
humid2531164981 -> 2531164981
location2531164981 -> 3718410182
location2531164981 -> 2531164981
light3401755220 -> 3401755220
temp3401755220 -> 3401755220
humid3401755220 -> 3795389194
location3795389194 -> 3784503652
location3795389194 -> 3795389194
humid3401755220 -> 3401755220
location3401755220 -> 2551713219
location3401755220 -> 3401755220
wat3771948633 -> 3771948633
light3771948633 -> 2085457494
temp2085457494 -> 733378477
humid733378477 -> 2012977464
location2012977464 -> 1469404230
location2012977464 -> 2012977464
humid733378477 -> 733378477
location733378477 -> 169397121
location733378477 -> 733378477
temp2085457494 -> 2085457494
humid2085457494 -> 2085457494
location2085457494 -> 1541884260
location2085457494 -> 2085457494
light3771948633 -> 3771948633
temp3771948633 -> 3771948633
humid3771948633 -> 4056704125
location4056704125 -> 2880694578
location4056704125 -> 4056704125
humid3771948633 -> 3771948633
location3771948633 -> 3761063091
location3771948633 -> 3771948633
fert4063038836 -> 4063038836
wat4063038836 -> 1906997124
light1906997124 -> 3258325734
temp3258325734 -> 2444128506
humid2444128506 -> 2692665152
location2692665152 -> 2060082896
location2692665152 -> 2692665152
humid2444128506 -> 2444128506
location2444128506 -> 3631373707
location2444128506 -> 2444128506
temp3258325734 -> 3258325734
humid3258325734 -> 4219991750
location4219991750 -> 3043982203
location4219991750 -> 4219991750
humid3258325734 -> 3258325734
location3258325734 -> 2330845454
location3258325734 -> 3258325734
light1906997124 -> 1906997124
temp1906997124 -> 1146657751
humid1146657751 -> 1257811509
location1257811509 -> 2285025862
location1257811509 -> 1257811509
humid1146657751 -> 1146657751
location1146657751 -> 2403161631
location1146657751 -> 1146657751
temp1906997124 -> 1906997124
humid1906997124 -> 702754975
location702754975 -> 138773619
location702754975 -> 702754975
humid1906997124 -> 1906997124
location1906997124 -> 1363423890
location1906997124 -> 1906997124
wat4063038836 -> 4063038836
light4063038836 -> 4063038836
temp4063038836 -> 3786567368
humid3786567368 -> 2855575899
location2855575899 -> 2222993643
location2855575899 -> 2855575899
humid3786567368 -> 3786567368
location3786567368 -> 3775681826
location3786567368 -> 3786567368
temp4063038836 -> 4063038836
humid4063038836 -> 3499153419
location3499153419 -> 1877644001
location3499153419 -> 3499153419
humid4063038836 -> 4063038836
location4063038836 -> 2887029289
location4063038836 -> 4063038836
soil1828225758 -> 661041582
fert661041582 -> 666507603
wat666507603 -> 246135182
light246135182 -> 2594846452
temp2594846452 -> 1040688444
humid1040688444 -> 1151842202
location1151842202 -> 2408346082
location1151842202 -> 1151842202
humid1040688444 -> 1040688444
location1040688444 -> 1045792153
location1040688444 -> 1040688444
temp2594846452 -> 2594846452
humid2594846452 -> 3485946727
location3485946727 -> 1864437309
location3485946727 -> 3485946727
humid2594846452 -> 2594846452
location2594846452 -> 1962264196
location2594846452 -> 2594846452
light246135182 -> 246135182
temp246135182 -> 1495924775
humid1495924775 -> 1607078533
location1607078533 -> 3905861735
location1607078533 -> 1607078533
humid1495924775 -> 1495924775
location1495924775 -> 2752944845
location1495924775 -> 1495924775
temp246135182 -> 246135182
humid246135182 -> 1853022670
location1853022670 -> 1309449436
location1853022670 -> 1853022670
humid246135182 -> 246135182
location246135182 -> 665006204
wat666507603 -> 666507603
light666507603 -> 334781264
temp334781264 -> 1584570857
humid1584570857 -> 1695724615
location1695724615 -> 1152151381
location1695724615 -> 1695724615
humid1584570857 -> 1584570857
location1584570857 -> 2841590927
location1584570857 -> 1584570857
temp334781264 -> 334781264
humid334781264 -> 1062533906
location1062533906 -> 1067637615
location1062533906 -> 1062533906
humid334781264 -> 334781264
location334781264 -> 291515511
location334781264 -> 334781264
light666507603 -> 666507603
temp666507603 -> 336255911
humid336255911 -> 1064008553
location1064008553 -> 1069112262
location1064008553 -> 1064008553
humid336255911 -> 336255911
location336255911 -> 292990158
location336255911 -> 336255911
temp666507603 -> 666507603
humid666507603 -> 1946106590
location1946106590 -> 1402533356
location1946106590 -> 1946106590
humid666507603 -> 666507603
location666507603 -> 784966373
location666507603 -> 666507603
fert661041582 -> 661041582
wat661041582 -> 240669161
light240669161 -> 2589380431
temp2589380431 -> 1035222423
humid1035222423 -> 1146376181
location1146376181 -> 2402880061
location1146376181 -> 1146376181
humid1035222423 -> 1035222423
location1035222423 -> 1040326132
location1035222423 -> 1035222423
temp2589380431 -> 2589380431
humid2589380431 -> 3480480706
location3480480706 -> 1858971288
location3480480706 -> 3480480706
humid2589380431 -> 2589380431
location2589380431 -> 1956798175
location2589380431 -> 2589380431
light240669161 -> 240669161
temp240669161 -> 1490458754
humid1490458754 -> 1601612512
location1601612512 -> 3900395714
location1601612512 -> 1601612512
humid1490458754 -> 1490458754
location1490458754 -> 2747478824
location1490458754 -> 1490458754
temp240669161 -> 240669161
humid240669161 -> 1847556649
location1847556649 -> 1303983415
location1847556649 -> 1847556649
humid240669161 -> 240669161
location240669161 -> 659540183
wat661041582 -> 661041582
light661041582 -> 329315243
temp329315243 -> 1579104836
humid1579104836 -> 1690258594
location1690258594 -> 1146685360
location1690258594 -> 1690258594
humid1579104836 -> 1579104836
location1579104836 -> 2836124906
location1579104836 -> 1579104836
temp329315243 -> 329315243
humid329315243 -> 1057067885
location1057067885 -> 1062171594
location1057067885 -> 1057067885
humid329315243 -> 329315243
location329315243 -> 286049490
location329315243 -> 329315243
light661041582 -> 661041582
temp661041582 -> 330789890
humid330789890 -> 1058542532
location1058542532 -> 1063646241
location1058542532 -> 1058542532
humid330789890 -> 330789890
location330789890 -> 287524137
location330789890 -> 330789890
temp661041582 -> 661041582
humid661041582 -> 1940640569
location1940640569 -> 1397067335
location1940640569 -> 1940640569
humid661041582 -> 661041582
location661041582 -> 779500352
location661041582 -> 661041582
soil1828225758 -> 2692892557
fert2692892557 -> 2884088588
wat2884088588 -> 3974077081
light3974077081 -> 3974077081
temp3974077081 -> 3986942648
humid3986942648 -> 2280125343
location2280125343 -> 1736552109
location2280125343 -> 2280125343
humid3986942648 -> 3986942648
location3986942648 -> 3563876368
location3986942648 -> 3986942648
temp3974077081 -> 3974077081
humid3974077081 -> 2267259776
location2267259776 -> 1723686542
location2267259776 -> 2267259776
humid3974077081 -> 3974077081
location3974077081 -> 3551010801
location3974077081 -> 3974077081
wat2884088588 -> 2884088588
light2884088588 -> 808691834
temp808691834 -> 883010359
humid883010359 -> 538215847
location538215847 -> 494950094
location538215847 -> 538215847
humid883010359 -> 883010359
location883010359 -> 888114068
location883010359 -> 883010359
temp808691834 -> 808691834
humid808691834 -> 463897322
location463897322 -> 420631569
location463897322 -> 463897322
humid808691834 -> 808691834
location808691834 -> 813795543
location808691834 -> 808691834
light2884088588 -> 2884088588
temp2884088588 -> 1907410398
humid1907410398 -> 703168249
location703168249 -> 139186893
location703168249 -> 703168249
humid1907410398 -> 1907410398
location1907410398 -> 1363837164
location1907410398 -> 1907410398
temp2884088588 -> 2884088588
humid2884088588 -> 2404796363
location2404796363 -> 3867228629
location2404796363 -> 2404796363
humid2884088588 -> 2884088588
location2884088588 -> 4253206217
location2884088588 -> 2884088588
fert2692892557 -> 2692892557
wat2692892557 -> 3782881050
light3782881050 -> 2096389911
temp2096389911 -> 744310894
humid744310894 -> 1101002251
location1101002251 -> 1106105960
location1101002251 -> 1101002251
humid744310894 -> 744310894
location744310894 -> 180329538
location744310894 -> 744310894
temp2096389911 -> 2096389911
humid2096389911 -> 2096389911
location2096389911 -> 1552816677
location2096389911 -> 2096389911
light3782881050 -> 3782881050
temp3782881050 -> 3782881050
humid3782881050 -> 2851889581
location2851889581 -> 2219307325
location2851889581 -> 2851889581
humid3782881050 -> 3782881050
location3782881050 -> 3771995508
location3782881050 -> 3782881050
wat2692892557 -> 2692892557
light2692892557 -> 3643128854
temp3643128854 -> 3643128854
humid3643128854 -> 3927884346
location3927884346 -> 3504818066
location3927884346 -> 3927884346
humid3643128854 -> 3643128854
location3643128854 -> 4052297361
location3643128854 -> 3643128854
light2692892557 -> 2692892557
temp2692892557 -> 1716214367
humid1716214367 -> 69540646
location69540646 -> 75835815
location69540646 -> 69540646
humid1716214367 -> 1716214367
location1716214367 -> 1172641133
location1716214367 -> 1716214367
temp2692892557 -> 2692892557
humid2692892557 -> 3208319463
location3208319463 -> 3380861548
location3208319463 -> 3208319463
humid2692892557 -> 2692892557
location2692892557 -> 2060310301
location2692892557 -> 2692892557
soil1828225758 -> 2632139772
fert2632139772 -> 3333994132
wat3333994132 -> 2786916322
light2786916322 -> 1232552378
temp1232552378 -> 563634889
humid563634889 -> 342269918
location342269918 -> 299004165
location342269918 -> 342269918
humid563634889 -> 563634889
location563634889 -> 520369136
location563634889 -> 563634889
temp1232552378 -> 1232552378
humid1232552378 -> 1343706136
location1343706136 -> 2600726206
location1343706136 -> 1343706136
humid1232552378 -> 1232552378
location1232552378 -> 2259766731
location1232552378 -> 1232552378
light2786916322 -> 2786916322
temp2786916322 -> 1810238132
humid1810238132 -> 605995983
location605995983 -> 724454753
location605995983 -> 605995983
humid1810238132 -> 1810238132
location1810238132 -> 1266664898
location1810238132 -> 1810238132
temp2786916322 -> 2786916322
humid2786916322 -> 3302343228
location3302343228 -> 2374862948
location3302343228 -> 3302343228
humid2786916322 -> 2786916322
location2786916322 -> 2154334066
location2786916322 -> 2786916322
wat3333994132 -> 3333994132
light3333994132 -> 2816012359
temp2816012359 -> 1839334169
humid1839334169 -> 635092020
location635092020 -> 753550790
location635092020 -> 635092020
humid1839334169 -> 1839334169
location1839334169 -> 1295760935
location1839334169 -> 1839334169
temp2816012359 -> 2816012359
humid2816012359 -> 2336720134
location2336720134 -> 1793146900
location2336720134 -> 2336720134
humid2816012359 -> 2816012359
location2816012359 -> 2183430103
location2816012359 -> 2816012359
light3333994132 -> 3333994132
temp3333994132 -> 2519796904
humid2519796904 -> 2600790108
location2600790108 -> 1968207852
location2600790108 -> 2600790108
humid2519796904 -> 2519796904
location2519796904 -> 3707042105
location2519796904 -> 2519796904
temp3333994132 -> 3333994132
humid3333994132 -> 2263385962
location2263385962 -> 1719812728
location2263385962 -> 2263385962
humid3333994132 -> 3333994132
location3333994132 -> 2483952131
location3333994132 -> 3333994132
fert2632139772 -> 2632139772
wat2632139772 -> 3722128265
light3722128265 -> 2035637126
temp2035637126 -> 683558109
humid683558109 -> 1963157096
location1963157096 -> 1419583862
location1963157096 -> 1963157096
humid683558109 -> 683558109
location683558109 -> 1117976766
location683558109 -> 683558109
temp2035637126 -> 2035637126
humid2035637126 -> 2035637126
location2035637126 -> 1492063892
location2035637126 -> 2035637126
light3722128265 -> 3722128265
temp3722128265 -> 3722128265
humid3722128265 -> 4006883757
location4006883757 -> 3583817477
location4006883757 -> 4006883757
humid3722128265 -> 3722128265
location3722128265 -> 4131296772
location3722128265 -> 3722128265
wat2632139772 -> 2632139772
light2632139772 -> 3582376069
temp3582376069 -> 3582376069
humid3582376069 -> 3410777410
location3410777410 -> 2560735409
location3410777410 -> 3410777410
humid3582376069 -> 3582376069
location3582376069 -> 3991544576
location3582376069 -> 3582376069
light2632139772 -> 2632139772
temp2632139772 -> 1655461582
humid1655461582 -> 8787861
location8787861 -> 15083030
location8787861 -> 8787861
humid1655461582 -> 1655461582
location1655461582 -> 3954244784
location1655461582 -> 1655461582
temp2632139772 -> 2632139772
humid2632139772 -> 2205729420
location2205729420 -> 1662156186
location2205729420 -> 2205729420
humid2632139772 -> 2632139772
location2632139772 -> 1999557516
location2632139772 -> 2632139772
soil1828225758 -> 3596148983
fert3596148983 -> 3954202616
wat3954202616 -> 1798160904
light1798160904 -> 2385115107
temp2385115107 -> 2018938909
humid2018938909 -> 814696760
location814696760 -> 819800469
location814696760 -> 814696760
humid2018938909 -> 2018938909
location2018938909 -> 1475365675
location2018938909 -> 2018938909
temp2385115107 -> 2385115107
humid2385115107 -> 2633651753
location2633651753 -> 2001069497
location2633651753 -> 2633651753
humid2385115107 -> 2385115107
location2385115107 -> 3847547373
location2385115107 -> 2385115107
light1798160904 -> 1798160904
temp1798160904 -> 3108929770
humid3108929770 -> 4070595786
location4070595786 -> 2894586239
location4070595786 -> 4070595786
humid3108929770 -> 3108929770
location3108929770 -> 3281471855
location3108929770 -> 3108929770
temp1798160904 -> 1798160904
humid1798160904 -> 593918755
location593918755 -> 712377525
location593918755 -> 593918755
humid1798160904 -> 1798160904
location1798160904 -> 1254587670
location1798160904 -> 1798160904
wat3954202616 -> 3954202616
light3954202616 -> 3954202616
temp3954202616 -> 3967068183
humid3967068183 -> 2841892124
location2841892124 -> 2209309868
location2841892124 -> 2841892124
humid3967068183 -> 3967068183
location3967068183 -> 3544001903
location3967068183 -> 3967068183
temp3954202616 -> 3954202616
humid3954202616 -> 2829026557
location2829026557 -> 2196444301
location2829026557 -> 2829026557
humid3954202616 -> 3954202616
location3954202616 -> 3531136336
location3954202616 -> 3954202616
fert3596148983 -> 3596148983
wat3596148983 -> 2689231789
light2689231789 -> 3639468086
temp3639468086 -> 3639468086
humid3639468086 -> 3924223578
location3924223578 -> 3501157298
location3924223578 -> 3924223578
humid3639468086 -> 3639468086
location3639468086 -> 4048636593
location3639468086 -> 3639468086
light2689231789 -> 2689231789
temp2689231789 -> 1712553599
humid1712553599 -> 65879878
location65879878 -> 72175047
location65879878 -> 65879878
humid1712553599 -> 1712553599
location1712553599 -> 1168980365
location1712553599 -> 1712553599
temp2689231789 -> 2689231789
humid2689231789 -> 3204658695
location3204658695 -> 3377200780
location3204658695 -> 3204658695
humid2689231789 -> 2689231789
location2689231789 -> 2056649533
location2689231789 -> 2689231789
wat3596148983 -> 3596148983
light3596148983 -> 1909657844
temp1909657844 -> 1149318471
humid1149318471 -> 1260472229
location1260472229 -> 2287686582
location1260472229 -> 1260472229
humid1149318471 -> 1149318471
location1149318471 -> 2405822351
location1149318471 -> 1149318471
temp1909657844 -> 1909657844
humid1909657844 -> 705415695
location705415695 -> 141434339
